信号日,代码,名称,板块,买入价,卖出日,卖出价,收益%,持有交易日,卖出方式,当时周期
2019-12-12,603006,联明股份,C36汽车制造业,8.63810815,2019-12-13,8.84,2.15,1,没涨停→尾盘卖,平淡期
2019-12-13,000416,*ST民控,,5.26228022,2019-12-16,5.41,2.64,1,没涨停→尾盘卖,平淡期
2019-12-13,603659,璞泰来,C39计算机、通信和其他电子设备制造业,17.69486766,2019-12-16,18.08,2.02,1,没涨停→尾盘卖,平淡期
2019-12-13,600695,退市绿庭,,5.69,2019-12-17,6.76,18.65,2,再涨停→次日早盘卖,平淡期
2019-12-16,000525,红太阳,C26化学原料和化学制品制造业,8.216883,2019-12-17,8.23,-0.04,1,没涨停→尾盘卖,平淡期
2019-12-16,600580,卧龙电驱,C38电气机械和器材制造业,9.08618173,2019-12-17,9.29,2.09,1,没涨停→尾盘卖,平淡期
2019-12-17,000413,ST旭电,,3.54,2019-12-18,3.69,4.09,1,没涨停→尾盘卖,平淡期
2019-12-17,600776,东方通信,C39计算机、通信和其他电子设备制造业,21.53746773,2019-12-18,22.03,2.15,1,没涨停→尾盘卖,平淡期
2019-12-17,603738,泰晶科技,C39计算机、通信和其他电子设备制造业,9.18348515,2019-12-19,10.05,9.25,2,再涨停→次日早盘卖,平淡期
2019-12-18,002512,ST达华,C39计算机、通信和其他电子设备制造业,5.95,2019-12-19,6.12,2.71,1,没涨停→尾盘卖,平淡期
2019-12-18,002602,世纪华通,I64互联网和相关服务,9.36710392,2019-12-19,9.74,3.85,1,没涨停→尾盘卖,平淡期
2019-12-19,002739,儒意电影,R87广播、电视、电影和录音制作业,18.15,2019-12-20,18.2,0.13,1,没涨停→尾盘卖,平淡期
2019-12-19,600330,天通股份,C39计算机、通信和其他电子设备制造业,7.2128518,2019-12-20,6.97,-3.49,1,没涨停→尾盘卖,平淡期
2019-12-19,002284,亚太股份,C36汽车制造业,5.16996942,2019-12-23,5.77,11.54,2,再涨停→次日早盘卖,平淡期
2019-12-24,000970,中科三环,C39计算机、通信和其他电子设备制造业,9.6270155,2019-12-25,9.57,-0.79,1,没涨停→尾盘卖,平淡期
2019-12-24,002176,江特电机,C32有色金属冶炼和压延加工业,3.77,2019-12-25,3.67,-2.8,1,没涨停→尾盘卖,平淡期
2019-12-24,002436,兴森科技,C39计算机、通信和其他电子设备制造业,8.05825416,2019-12-25,8.1,0.33,1,没涨停→尾盘卖,平淡期
2019-12-25,002006,精工科技,C35专用设备制造业,4.66373115,2019-12-26,4.6,-1.59,1,没涨停→尾盘卖,平淡期
2019-12-25,600139,*ST西源,,3.58,2019-12-26,3.6,0.41,1,没涨停→尾盘卖,平淡期
2019-12-26,002503,*ST搜特,,2.44,2019-12-27,2.36,-3.43,1,没涨停→尾盘卖,平淡期
2019-12-26,600636,退市国化,,9.93598439,2019-12-27,9.73,-2.27,1,没涨停→尾盘卖,平淡期
2019-12-26,603379,三美股份,C26化学原料和化学制品制造业,25.43920236,2019-12-27,24.73,-2.92,1,没涨停→尾盘卖,平淡期
2019-12-27,002485,ST雪发,L72商务服务业,6.78,2019-12-30,7.04,3.68,1,没涨停→尾盘卖,平淡期
2019-12-27,601777,千里科技,C36汽车制造业,3.22,2019-12-30,3.1,-3.88,1,没涨停→尾盘卖,平淡期
2019-12-30,002669,康达新材,C26化学原料和化学制品制造业,13.19273238,2019-12-31,12.81,-3.08,1,没涨停→尾盘卖,平淡期
2019-12-30,600819,耀皮玻璃,C30非金属矿物制品业,4.97691936,2019-12-31,4.88,-2.08,1,没涨停→尾盘卖,平淡期
2019-12-30,600053,*ST九鼎,J67资本市场服务,22.83846776,2020-01-02,27.63,20.83,2,再涨停→次日早盘卖,平淡期
2019-12-31,000518,四环生物,C27医药制造业,3.63,2020-01-02,3.72,2.33,1,没涨停→尾盘卖,平淡期
2019-12-31,002581,*ST未名,C27医药制造业,7.24,2020-01-02,7.22,-0.43,1,没涨停→尾盘卖,平淡期
2020-01-02,002127,南极电商,L72商务服务业,10.91964,2020-01-03,11.01,0.68,1,没涨停→尾盘卖,妖股期
2020-01-02,002384,东山精密,C39计算机、通信和其他电子设备制造业,24.51525705,2020-01-03,25.89,5.46,1,没涨停→尾盘卖,妖股期
2020-01-02,601608,中信重工,C35专用设备制造业,3.95979076,2020-01-03,3.9,-1.62,1,没涨停→尾盘卖,妖股期
2020-01-03,002170,芭田股份,C26化学原料和化学制品制造业,3.2850376,2020-01-06,3.55,7.96,1,没涨停→尾盘卖,妖股期
2020-01-03,600371,万向德农,A05农、林、牧、渔专业及辅助性活动,9.55389312,2020-01-06,10.19,6.5,1,没涨停→尾盘卖,妖股期
2020-01-03,600354,敦煌种业,A05农、林、牧、渔专业及辅助性活动,5.82,2020-01-07,6.09,4.49,2,再涨停→次日早盘卖,妖股期
2020-01-06,002052,同洲电子,C39计算机、通信和其他电子设备制造业,3.63,2020-01-07,3.67,0.95,1,没涨停→尾盘卖,妖股期
2020-01-06,002441,众业达,F51批发业,6.52037222,2020-01-08,7.67,17.43,2,再涨停→次日早盘卖,妖股期
2020-01-07,002218,拓日新能,C38电气机械和器材制造业,3.27855606,2020-01-08,3.4,3.7,1,没涨停→尾盘卖,妖股期
2020-01-07,002309,中利集团,C38电气机械和器材制造业,6.92,2020-01-08,6.89,-0.58,1,没涨停→尾盘卖,妖股期
2020-01-08,000559,万向钱潮,C36汽车制造业,5.21519702,2020-01-09,5.01,-4.07,1,没涨停→尾盘卖,平淡期
2020-01-08,002759,ST天际,C26化学原料和化学制品制造业,10.30524932,2020-01-09,10.5,1.7,1,没涨停→尾盘卖,平淡期
2020-01-08,601208,东材科技,C26化学原料和化学制品制造业,4.1030314,2020-01-09,4.1,-0.33,1,没涨停→尾盘卖,平淡期
2020-01-09,000881,中广核技,C26化学原料和化学制品制造业,7.5433437,2020-01-10,7.38,-2.37,1,没涨停→尾盘卖,平淡期
2020-01-09,002094,青岛金王,C26化学原料和化学制品制造业,5.43,2020-01-10,5.29,-2.73,1,没涨停→尾盘卖,平淡期
2020-01-09,600129,太极集团,C27医药制造业,12.6584304,2020-01-10,12.49,-1.48,1,没涨停→尾盘卖,平淡期
2020-01-10,002350,北京科锐,C38电气机械和器材制造业,5.90141145,2020-01-13,5.75,-2.68,1,没涨停→尾盘卖,平淡期
2020-01-13,002414,高德红外,C39计算机、通信和其他电子设备制造业,6.1829493,2020-01-14,6.02,-2.82,1,没涨停→尾盘卖,平淡期
2020-01-13,002869,金溢科技,C39计算机、通信和其他电子设备制造业,46.1599959,2020-01-14,43.04,-6.92,1,没涨停→尾盘卖,平淡期
2020-01-13,002837,英维克,C35专用设备制造业,3.60043017,2020-01-15,4.18,16.06,2,再涨停→次日早盘卖,平淡期
2020-01-14,000046,*ST泛海,,4.91747387,2020-01-15,4.92,-0.15,1,没涨停→尾盘卖,平淡期
2020-01-14,000408,藏格矿业,C26化学原料和化学制品制造业,6.56498928,2020-01-15,6.27,-4.68,1,没涨停→尾盘卖,平淡期
2020-01-15,603359,*ST东珠,E48土木工程建筑业,11.7244506,2020-01-16,12.15,3.45,1,没涨停→尾盘卖,恐慌期
2020-01-16,000049,德赛电池,C38电气机械和器材制造业,26.51769939,2020-01-17,26.15,-1.55,1,没涨停→尾盘卖,恐慌期
2020-01-16,600550,保变电气,C38电气机械和器材制造业,3.43,2020-01-17,3.38,-1.61,1,没涨停→尾盘卖,恐慌期
2020-01-20,000547,航天发展,C39计算机、通信和其他电子设备制造业,12.7469112,2020-01-21,13.0,1.86,1,没涨停→尾盘卖,平淡期
2020-01-20,002022,科华生物,C27医药制造业,12.46325488,2020-01-22,15.08,20.85,2,再涨停→次日早盘卖,平淡期
2020-01-20,002584,西陇科学,C26化学原料和化学制品制造业,5.5617856,2020-01-22,6.26,12.35,2,再涨停→次日早盘卖,平淡期
2020-01-21,000790,华神科技,C27医药制造业,5.11325925,2020-01-22,4.77,-6.92,1,没涨停→尾盘卖,平淡期
2020-01-22,002409,雅克科技,C26化学原料和化学制品制造业,33.93542094,2020-01-23,32.16,-5.37,1,没涨停→尾盘卖,恐慌期
2020-01-22,002709,天赐材料,C39计算机、通信和其他电子设备制造业,7.35541805,2020-01-23,7.02,-4.7,1,没涨停→尾盘卖,恐慌期
2020-01-22,600171,上海贝岭,C39计算机、通信和其他电子设备制造业,18.32265168,2020-01-23,18.32,-0.15,1,没涨停→尾盘卖,恐慌期
2020-02-03,000698,ST沈化,C26化学原料和化学制品制造业,3.87016896,2020-02-04,4.11,5.97,1,没涨停→尾盘卖,恐慌期
2020-02-03,000756,新华制药,C27医药制造业,8.54791704,2020-02-04,8.36,-2.39,1,没涨停→尾盘卖,恐慌期
2020-02-03,002326,永太科技,C26化学原料和化学制品制造业,12.60108072,2020-02-05,14.86,17.77,2,再涨停→次日早盘卖,恐慌期
2020-02-04,000153,丰原药业,C27医药制造业,4.667366,2020-02-05,5.0,6.93,1,没涨停→尾盘卖,主线期
2020-02-04,002082,ST万邦,C27医药制造业,9.17277966,2020-02-05,9.77,6.39,1,没涨停→尾盘卖,主线期
2020-02-05,002019,亿帆医药,C27医药制造业,18.3271829,2020-02-06,18.88,2.85,1,没涨停→尾盘卖,妖股期
2020-02-05,002118,*ST紫鑫,,6.61,2020-02-06,6.84,3.33,1,没涨停→尾盘卖,妖股期
2020-02-05,000635,英力特,C26化学原料和化学制品制造业,7.25478767,2020-02-07,8.58,18.09,2,再涨停→次日早盘卖,妖股期
2020-02-06,000566,海南海药,C27医药制造业,8.46,2020-02-07,9.1,7.41,1,没涨停→尾盘卖,平淡期
2020-02-06,000733,振华科技,C39计算机、通信和其他电子设备制造业,18.38616436,2020-02-07,19.61,6.52,1,没涨停→尾盘卖,平淡期
2020-02-07,000659,珠海中富,C29橡胶和塑料制品业,2.38,2020-02-10,2.34,-1.83,1,没涨停→尾盘卖,妖股期
2020-02-07,000826,*ST启环,N78公共设施管理业,9.69,2020-02-10,9.94,2.43,1,没涨停→尾盘卖,妖股期
2020-02-07,002757,南兴股份,C35专用设备制造业,10.41133416,2020-02-11,11.53,10.56,2,再涨停→次日早盘卖,妖股期
2020-02-10,000401,金隅冀东,C30非金属矿物制品业,12.85658517,2020-02-11,13.0,0.93,1,没涨停→尾盘卖,妖股期
2020-02-10,000530,冰山冷热,C34通用设备制造业,3.76457984,2020-02-11,3.62,-3.98,1,没涨停→尾盘卖,妖股期
2020-02-11,002798,帝欧水华,C30非金属矿物制品业,21.74625784,2020-02-12,22.91,5.18,1,没涨停→尾盘卖,恐慌期
2020-02-11,002938,鹏鼎控股,C39计算机、通信和其他电子设备制造业,41.07454848,2020-02-12,41.35,0.51,1,没涨停→尾盘卖,恐慌期
2020-02-11,600351,亚宝药业,C27医药制造业,5.0167326,2020-02-12,4.91,-2.3,1,没涨停→尾盘卖,恐慌期
2020-02-12,002383,合众思壮,C39计算机、通信和其他电子设备制造业,11.0,2020-02-13,11.16,1.3,1,没涨停→尾盘卖,平淡期
2020-02-12,002518,科士达,C38电气机械和器材制造业,12.32537565,2020-02-13,13.09,6.07,1,没涨停→尾盘卖,平淡期
2020-02-12,002168,ST惠程,C38电气机械和器材制造业,7.79,2020-02-14,8.6,10.25,2,再涨停→次日早盘卖,平淡期
2020-02-13,002562,兄弟科技,C27医药制造业,4.80792165,2020-02-14,5.05,4.84,1,没涨停→尾盘卖,平淡期
2020-02-13,600096,云天化,C26化学原料和化学制品制造业,4.54576055,2020-02-14,4.89,7.39,1,没涨停→尾盘卖,平淡期
2020-02-14,000545,金浦钛业,C26化学原料和化学制品制造业,2.93855184,2020-02-17,3.1,5.26,1,没涨停→尾盘卖,平淡期
2020-02-14,603118,共进股份,C39计算机、通信和其他电子设备制造业,12.86656424,2020-02-18,14.08,9.25,2,再涨停→次日早盘卖,平淡期
2020-02-17,000553,安道麦A,C26化学原料和化学制品制造业,11.0162505,2020-02-18,10.65,-3.48,1,没涨停→尾盘卖,妖股期
2020-02-17,000004,国华退,,23.47,2020-02-19,26.84,14.21,2,再涨停→次日早盘卖,妖股期
2020-02-18,002055,ST得润,C39计算机、通信和其他电子设备制造业,12.66,2020-02-19,13.1,3.33,1,没涨停→尾盘卖,主线期
2020-02-18,002189,中光学,C39计算机、通信和其他电子设备制造业,20.76454416,2020-02-19,21.94,5.53,1,没涨停→尾盘卖,主线期
2020-02-19,000720,新能泰山,C38电气机械和器材制造业,5.45,2020-02-20,5.56,1.87,1,没涨停→尾盘卖,妖股期
2020-02-19,000801,四川九洲,C39计算机、通信和其他电子设备制造业,5.263599,2020-02-20,5.18,-1.79,1,再涨停→次日早盘卖,妖股期
2020-02-19,000913,钱江摩托,C37铁路、船舶、航空航天和其他运输设备制造业,9.5575854,2020-02-20,9.57,0.02,1,没涨停→尾盘卖,妖股期
2020-02-20,000993,闽东电力,D44电力、热力生产和供应业,6.985491,2020-02-21,6.84,-2.22,1,没涨停→尾盘卖,妖股期
2020-02-20,002926,华西证券,J67资本市场服务,11.02357404,2020-02-21,11.38,3.05,1,没涨停→尾盘卖,妖股期
2020-02-20,002028,思源电气,C38电气机械和器材制造业,15.32983772,2020-02-24,18.55,20.88,2,再涨停→次日早盘卖,妖股期
2020-02-21,000889,中嘉博创,I65软件和信息技术服务业,6.85126862,2020-02-24,7.3,6.42,1,没涨停→尾盘卖,主线期
2020-02-21,002123,梦网科技,I65软件和信息技术服务业,20.81669699,2020-02-24,22.31,7.03,1,没涨停→尾盘卖,主线期
2020-02-24,000070,特发信息,C39计算机、通信和其他电子设备制造业,12.18071121,2020-02-25,12.31,0.91,1,没涨停→尾盘卖,主线期
2020-02-24,000829,天音控股,F51批发业,6.36097308,2020-02-25,6.77,6.3,1,没涨停→尾盘卖,主线期
2020-02-24,000839,国安股份,I65软件和信息技术服务业,3.92,2020-02-25,4.09,4.19,1,没涨停→尾盘卖,主线期
2020-02-25,000012,南玻A,C30非金属矿物制品业,5.33159704,2020-02-26,5.18,-3.07,1,没涨停→尾盘卖,主线期
2020-02-25,002151,北斗星通,C39计算机、通信和其他电子设备制造业,32.751213,2020-02-26,33.15,1.06,1,没涨停→尾盘卖,主线期
2020-02-25,002167,东方锆业,C32有色金属冶炼和压延加工业,6.84,2020-02-26,6.5,-5.12,1,没涨停→尾盘卖,主线期
2020-02-26,000030,富奥股份,C36汽车制造业,3.8513313,2020-02-27,4.0,3.77,1,没涨停→尾盘卖,妖股期
2020-02-26,002051,中工国际,E48土木工程建筑业,8.55687894,2020-02-27,8.34,-2.74,1,没涨停→尾盘卖,妖股期
2020-02-26,002062,宏润建设,E48土木工程建筑业,3.308925,2020-02-28,3.5,5.72,2,再涨停→次日早盘卖,妖股期
2020-02-27,002452,长高电气,C38电气机械和器材制造业,5.68820007,2020-02-28,5.12,-10.17,1,没涨停→尾盘卖,妖股期
2020-02-27,002730,电光科技,C35专用设备制造业,8.09383718,2020-02-28,7.34,-9.45,1,没涨停→尾盘卖,妖股期
2020-03-02,000066,中国长城,C39计算机、通信和其他电子设备制造业,15.11624268,2020-03-03,15.09,-0.34,1,没涨停→尾盘卖,妖股期
2020-03-02,000672,上峰材料,C30非金属矿物制品业,12.99468274,2020-03-03,13.18,1.31,1,没涨停→尾盘卖,妖股期
2020-03-02,000736,中交发展,K70房地产业,6.27152635,2020-03-04,6.65,5.96,2,再涨停→次日早盘卖,妖股期
2020-03-03,002248,华东数控,C34通用设备制造业,8.14,2020-03-04,8.13,-0.27,1,没涨停→尾盘卖,妖股期
2020-03-03,002816,*ST和科,C34通用设备制造业,24.56,2020-03-04,25.46,3.51,1,没涨停→尾盘卖,妖股期
2020-03-04,000838,*ST发展,K70房地产业,3.0274816,2020-03-05,3.08,1.73,1,没涨停→尾盘卖,妖股期
2020-03-04,000732,ST泰禾,,6.0,2020-03-06,6.39,6.35,2,再涨停→次日早盘卖,妖股期
2020-03-04,002663,普邦股份,E48土木工程建筑业,2.75,2020-03-06,3.0,8.94,2,再涨停→次日早盘卖,妖股期
2020-03-05,000639,ST西王,C13农副食品加工业,5.79,2020-03-06,5.55,-4.3,1,没涨停→尾盘卖,妖股期
2020-03-06,000677,ST海龙,C17纺织业,3.88,2020-03-09,3.91,0.62,1,没涨停→尾盘卖,妖股期
2020-03-06,000837,秦川机床,C34通用设备制造业,4.3762268,2020-03-09,4.17,-4.92,1,没涨停→尾盘卖,妖股期
2020-03-06,002640,跨境通,F52零售业,6.92,2020-03-09,7.01,1.15,1,没涨停→尾盘卖,妖股期
2020-03-09,000150,*ST宜康,,4.6,2020-03-10,4.88,5.94,1,没涨停→尾盘卖,妖股期
2020-03-09,000903,ST云动,C34通用设备制造业,3.26332428,2020-03-11,3.95,20.93,2,再涨停→次日早盘卖,妖股期
2020-03-09,002676,顺威股份,C29橡胶和塑料制品业,3.5795952,2020-03-11,4.34,20.96,2,再涨停→次日早盘卖,妖股期
2020-03-10,000561,烽火电子,C39计算机、通信和其他电子设备制造业,8.05002172,2020-03-12,8.86,9.9,2,再涨停→次日早盘卖,主线期
2020-03-11,002488,金固股份,C36汽车制造业,7.5705196,2020-03-12,7.17,-5.41,1,没涨停→尾盘卖,妖股期
2020-03-12,600130,波导股份,C39计算机、通信和其他电子设备制造业,5.12,2020-03-13,5.2,1.41,1,没涨停→尾盘卖,平淡期
2020-03-13,603618,杭电股份,C38电气机械和器材制造业,6.39135618,2020-03-16,6.16,-3.82,1,没涨停→尾盘卖,平淡期
2020-03-13,600675,中华企业,K70房地产业,4.29793616,2020-03-17,4.47,3.79,2,再涨停→次日早盘卖,平淡期
2020-03-13,601616,广电电气,C38电气机械和器材制造业,3.26584454,2020-03-17,3.46,5.93,2,再涨停→次日早盘卖,平淡期
2020-03-16,600082,ST海泰,F51批发业,3.87474744,2020-03-17,3.96,2.15,1,没涨停→尾盘卖,恐慌期
2020-03-17,002300,太阳电缆,C38电气机械和器材制造业,5.56561812,2020-03-18,5.56,-0.28,1,没涨停→尾盘卖,平淡期
2020-03-17,002339,积成电子,C38电气机械和器材制造业,7.25781507,2020-03-18,7.57,4.18,1,没涨停→尾盘卖,平淡期
2020-03-17,002519,银河电子,C39计算机、通信和其他电子设备制造业,4.76803808,2020-03-18,4.84,1.46,1,没涨停→尾盘卖,平淡期
2020-03-18,600732,爱旭股份,C38电气机械和器材制造业,5.73602868,2020-03-19,5.83,1.56,1,没涨停→尾盘卖,平淡期
2020-03-18,002426,胜利精密,C39计算机、通信和其他电子设备制造业,2.27,2020-03-20,2.75,21.0,2,再涨停→次日早盘卖,平淡期
2020-03-18,603519,立霸股份,C38电气机械和器材制造业,7.8535424,2020-03-20,8.86,12.63,2,再涨停→次日早盘卖,平淡期
2020-03-19,600280,中央商场,F52零售业,2.18,2020-03-23,2.64,20.95,2,再涨停→次日早盘卖,妖股期
2020-03-20,002329,皇氏集团,C14食品制造业,4.95199952,2020-03-23,4.95,-0.15,1,没涨停→尾盘卖,妖股期
2020-03-20,002332,仙琚制药,C27医药制造业,10.92597808,2020-03-23,10.78,-1.49,1,没涨停→尾盘卖,妖股期
2020-03-23,000590,古汉医药,C27医药制造业,10.89,2020-03-24,10.69,-1.99,1,没涨停→尾盘卖,恐慌期
2020-03-23,002437,誉衡药业,C27医药制造业,2.73,2020-03-24,2.66,-2.71,1,没涨停→尾盘卖,恐慌期
2020-03-23,002150,正泰电源,C38电气机械和器材制造业,6.01967352,2020-03-25,7.18,19.15,2,再涨停→次日早盘卖,恐慌期
2020-03-24,000662,天夏退,,3.64,2020-03-25,3.68,0.95,1,没涨停→尾盘卖,妖股期
2020-03-24,002355,兴民智通,C36汽车制造业,6.08,2020-03-25,6.48,6.43,1,再涨停→次日早盘卖,妖股期
2020-03-25,000678,襄阳轴承,C36汽车制造业,6.26,2020-03-26,6.3,0.49,1,没涨停→尾盘卖,妖股期
2020-03-25,002412,汉森制药,C27医药制造业,7.67074896,2020-03-26,7.79,1.38,1,没涨停→尾盘卖,妖股期
2020-03-25,002660,茂硕电源,C39计算机、通信和其他电子设备制造业,9.35936751,2020-03-26,9.73,3.77,1,没涨停→尾盘卖,妖股期
2020-03-26,600191,华资实业,C13农副食品加工业,5.36209058,2020-03-30,5.6,4.3,2,再涨停→次日早盘卖,平淡期
